Target,EventIndex,Group,EventTime,IETTA,DTA,IEVTA,LocalEventKey,Fraction,ConsigneeZipCut3,ConsignorZipCut2,ServiceCode,Hour,Day,LocationLatEnum,LocationLonEnum,LocationKey,EventCode,IETTAHours,DTAC,FractionC,TTATA
in_time,4,49,1671456044,3099,0,0,SWE|NA,0,SWE|945,SWE|74,SC|17,1PM,Mon,NA,NA,HUB|3,EC|z3A,H51,M,F0,4
in_time,5,49,1671456300,3095,0,0,SWE|59,2,SWE|945,SWE|74,SC|17,1PM,Mon,NA,NA,HUB|15,EC|z104,H51,M,F0,0
in_time,6,49,1671456300,3095,0,0,SWE|27,2,SWE|945,SWE|74,SC|17,1PM,Mon,NA,NA,HUB|15,EC|209,H51,M,F0,0
in_time,0,52,1671410820,2653,0,0,NLD|36,0,SWE|438,NA|NA,SC|17,12AM,Mon,NA,NA,DPD_DEPOT|0052,EC|31,H44,M,F0,875
in_time,1,52,1671462960,1784,255,8,DNK|20,327,SWE|438,NA|NA,SC|17,3PM,Mon,LAT554,LON121,HUB|0712,EC|31,H29,M25,F32,6
in_time,2,52,1671463320,1778,0,0,SWE|97,329,SWE|438,NA|NA,SC|17,3PM,Mon,NA,NA,HUB|3,EC|z99,H29,M,F32,0
in_time,3,52,1671463320,1778,0,0,SWE|811,329,SWE|438,NA|NA,SC|17,3PM,Mon,NA,NA,HUB|3,EC|z03,H29,M,F32,0
in_time,0,53,1671410940,2651,0,0,NOR|NA,0,NOR|630,NOR|63,SC|18,12AM,Mon,LAT625,LON76,DEPOT|002,EC|31,H44,M,F0,265
in_time,1,53,1671425100,2415,0,0,NOR|5,89,NOR|630,NOR|63,SC|18,4AM,Mon,LAT625,LON76,DEPOT|002,EC|113,H40,M,F8,29
in_time,2,53,1671425856,2402,0,0,NOR|NA,93,NOR|630,NOR|63,SC|18,4AM,Mon,NA,NA,HUB|8,EC|z108,H40,M,F9,16
in_time,3,53,1671426840,2386,0,0,NOR|311,99,NOR|630,NOR|63,SC|18,5AM,Mon,LAT625,LON76,DEPOT|002,EC|z76,H39,M,F9,0
in_time,0,54,1671411720,2398,0,0,NLD|36,0,SWE|141,NA|NA,SC|18,1AM,Mon,NA,NA,DPD_DEPOT|0052,EC|31,H39,M,F0,883
in_time,1,54,1671463500,1535,547,21,DNK|20,359,SWE|141,NA|NA,SC|18,3PM,Mon,LAT554,LON121,HUB|0712,EC|31,H25,M54,F35,20
in_time,2,54,1671463568,1533,547,21,DNK|AFU,360,SWE|141,NA|NA,SC|18,3PM,Mon,LAT554,LON121,HUB|0712,EC|31,H25,M54,F36,18
in_time,3,54,1671464700,1515,0,0,SWE|2,368,SWE|141,NA|NA,SC|18,3PM,Mon,NA,NA,HUB|8,EC|z108,H25,M,F36,0
in_time,4,54,1671464700,1515,0,0,SWE|535,368,SWE|141,NA|NA,SC|18,3PM,Mon,NA,NA,HUB|8,EC|z3C,H25,M,F36,0
in_time,5,54,1671464700,1515,0,0,SWE|605,368,SWE|141,NA|NA,SC|18,3PM,Mon,NA,NA,HUB|8,EC|z56,H25,M,F36,0
in_time,6,54,1671464700,1515,0,0,SWE|545,368,SWE|141,NA|NA,SC|18,3PM,Mon,NA,NA,HUB|8,EC|z56,H25,M,F36,0
in_time,0,55,1671411780,837,0,0,FIN|NA,0,NA|NA,NA|NA,SC|NA,1AM,Mon,LAT614,LON236,DEPOT|1613,EC|31,H13,M,F0,78
in_time,1,55,1671411840,836,0,0,FIN|NA,1,NA|NA,NA|NA,SC|NA,1AM,Mon,LAT614,LON236,DEPOT|1613,EC|z65,H13,M,F0,77
in_time,2,55,1671411840,836,0,0,FIN|NA,1,NA|NA,NA|NA,SC|NA,1AM,Mon,LAT614,LON236,DEPOT|1613,EC|31,H13,M,F0,77
in_time,3,55,1671412920,818,0,0,FIN|5,22,NA|NA,NA|NA,SC|NA,1AM,Mon,LAT614,LON236,DEPOT|1613,EC|113,H13,M,F2,59
in_time,4,55,1671416460,759,0,0,FIN|6,93,NA|NA,NA|NA,SC|NA,2AM,Mon,LAT614,LON236,DEPOT|1613,EC|21,H12,M,F9,0
in_time,0,56,1671411840,2396,0,0,NLD|36,0,SWE|197,NA|NA,SC|18,1AM,Mon,NA,NA,DPD_DEPOT|0052,EC|31,H39,M,F0,867
in_time,1,56,1671461940,1561,557,21,DNK|20,348,SWE|197,NA|NA,SC|18,2PM,Mon,LAT554,LON121,HUB|0712,EC|31,H26,M55,F34,32
in_time,2,56,1671462004,1559,557,21,DNK|AFU,348,SWE|197,NA|NA,SC|18,3PM,Mon,LAT554,LON121,HUB|0712,EC|31,H25,M55,F34,30
in_time,3,56,1671462660,1549,0,0,SWE|535,353,SWE|197,NA|NA,SC|18,3PM,Mon,NA,NA,HUB|8,EC|z3C,H25,M,F35,20
in_time,4,56,1671462720,1548,557,21,DNK|075,353,SWE|197,NA|NA,SC|18,3PM,Mon,LAT554,LON121,HUB|0712,EC|z99,H25,M55,F35,19
in_time,5,56,1671462720,1548,557,21,DNK|75,353,SWE|197,NA|NA,SC|18,3PM,Mon,LAT554,LON121,HUB|0712,EC|z3D,H25,M55,F35,19
in_time,6,56,1671463860,1529,0,0,SWE|2,361,SWE|197,NA|NA,SC|18,3PM,Mon,NA,NA,HUB|8,EC|z108,H25,M,F36,0
in_time,7,56,1671463860,1529,0,0,SWE|545,361,SWE|197,NA|NA,SC|18,3PM,Mon,NA,NA,HUB|8,EC|z56,H25,M,F36,0
in_time,8,56,1671463860,1529,0,0,SWE|605,361,SWE|197,NA|NA,SC|18,3PM,Mon,NA,NA,HUB|8,EC|z56,H25,M,F36,0
in_time,0,57,1671411960,834,8,0,FIN|NA,0,FIN|906,FIN|01,SC|72,1AM,Mon,LAT650,LON254,DEPOT|1614,EC|31,H13,M0,F0,812
in_time,1,57,1671412020,833,8,0,FIN|NA,1,FIN|906,FIN|01,SC|72,1AM,Mon,LAT650,LON254,DEPOT|1614,EC|z65,H13,M0,F0,811
in_time,2,57,1671412020,833,8,0,FIN|NA,1,FIN|906,FIN|01,SC|72,1AM,Mon,LAT650,LON254,DEPOT|1614,EC|31,H13,M0,F0,811
in_time,3,57,1671422760,654,0,0,NA|NA,215,FIN|906,FIN|01,SC|72,4AM,Mon,NA,NA,NA|NA,EC|68,H10,M,F21,632
in_time,4,57,1671440760,354,8,1,FIN|5,575,FIN|906,FIN|01,SC|72,9AM,Mon,LAT650,LON254,DEPOT|1614,EC|113,H5,M0,F57,332
in_time,5,57,1671460680,22,8,21,FIN|6,973,FIN|906,FIN|01,SC|72,2PM,Mon,LAT650,LON254,DEPOT|1614,EC|21,H0,M0,F97,0
in_time,0,58,1671412200,830,0,0,FIN|NA,0,NA|NA,NA|NA,SC|NA,1AM,Mon,LAT650,LON254,DEPOT|1614,EC|31,H13,M,F0,317
in_time,1,58,1671412260,829,0,0,FIN|NA,1,NA|NA,NA|NA,SC|NA,1AM,Mon,LAT650,LON254,DEPOT|1614,EC|z65,H13,M,F0,316
in_time,2,58,1671412260,829,0,0,FIN|NA,1,NA|NA,NA|NA,SC|NA,1AM,Mon,LAT650,LON254,DEPOT|1614,EC|31,H13,M,F0,316
in_time,3,58,1671420900,685,0,0,FIN|NA,174,NA|NA,NA|NA,SC|NA,3AM,Mon,LAT650,LON254,DEPOT|1614,EC|z65,H11,M,F17,172
in_time,4,58,1671420900,685,0,0,FIN|NA,174,NA|NA,NA|NA,SC|NA,3AM,Mon,LAT650,LON254,DEPOT|1614,EC|31,H11,M,F17,172
in_time,5,58,1671427200,580,0,0,FIN|5,301,NA|NA,NA|NA,SC|NA,5AM,Mon,LAT650,LON254,DEPOT|1614,EC|113,H9,M,F30,67
in_time,6,58,1671431220,513,0,0,FIN|6,381,NA|NA,NA|NA,SC|NA,6AM,Mon,LAT650,LON254,DEPOT|1614,EC|21,H8,M,F38,0
in_time,0,59,1671412200,830,0,0,FIN|NA,0,NA|NA,NA|NA,SC|NA,1AM,Mon,LAT614,LON236,DEPOT|1613,EC|31,H13,M,F0,93
in_time,1,59,1671412260,829,0,0,FIN|NA,1,NA|NA,NA|NA,SC|NA,1AM,Mon,LAT614,LON236,DEPOT|1613,EC|31,H13,M,F0,92
in_time,2,59,1671412260,829,0,0,FIN|NA,1,NA|NA,NA|NA,SC|NA,1AM,Mon,LAT614,LON236,DEPOT|1613,EC|z65,H13,M,F0,92
in_time,3,59,1671412680,822,0,0,FIN|5,9,NA|NA,NA|NA,SC|NA,1AM,Mon,LAT614,LON236,DEPOT|1613,EC|113,H13,M,F0,85
in_time,4,59,1671417780,737,0,0,FIN|6,112,NA|NA,NA|NA,SC|NA,2AM,Mon,LAT614,LON236,DEPOT|1613,EC|21,H12,M,F11,0
in_time,0,60,1671412320,828,0,0,FIN|NA,0,NA|NA,NA|NA,SC|NA,1AM,Mon,LAT602,LON249,HUB|485,EC|31,H13,M,F0,270
in_time,1,60,1671412380,827,0,0,FIN|NA,1,NA|NA,NA|NA,SC|NA,1AM,Mon,LAT602,LON249,DEPOT|1610,EC|z65,H13,M,F0,269
in_time,2,60,1671412380,827,0,0,FIN|NA,1,NA|NA,NA|NA,SC|NA,1AM,Mon,LAT602,LON249,HUB|485,EC|31,H13,M,F0,269
in_time,3,60,1671425400,610,0,0,FIN|5,263,NA|NA,NA|NA,SC|NA,4AM,Mon,LAT602,LON249,DEPOT|1610,EC|113,H10,M,F26,52
in_time,4,60,1671428520,558,0,0,FIN|6,326,NA|NA,NA|NA,SC|NA,5AM,Mon,LAT602,LON249,DEPOT|1610,EC|21,H9,M,F32,0
in_time,0,61,1671412440,826,0,0,FIN|NA,0,NA|NA,NA|NA,SC|NA,1AM,Mon,LAT614,LON236,DEPOT|1613,EC|31,H13,M,F0,39
in_time,1,61,1671412500,825,0,0,FIN|NA,1,NA|NA,NA|NA,SC|NA,1AM,Mon,LAT614,LON236,DEPOT|1613,EC|z65,H13,M,F0,38
in_time,2,61,1671412500,825,0,0,FIN|NA,1,NA|NA,NA|NA,SC|NA,1AM,Mon,LAT614,LON236,DEPOT|1613,EC|31,H13,M,F0,38
in_time,3,61,1671413100,815,0,0,FIN|5,13,NA|NA,NA|NA,SC|NA,1AM,Mon,LAT614,LON236,DEPOT|1613,EC|113,H13,M,F1,28
in_time,4,61,1671414780,787,0,0,FIN|6,47,NA|NA,NA|NA,SC|NA,1AM,Mon,LAT614,LON236,DEPOT|1613,EC|21,H13,M,F4,0
in_time,0,62,1671412440,826,40,2,FIN|NA,0,FIN|261,FIN|02,SC|83,1AM,Mon,LAT614,LON218,DEPOT|1628,EC|31,H13,M4,F0,373
in_time,1,62,1671412500,825,40,2,FIN|NA,1,FIN|261,FIN|02,SC|83,1AM,Mon,LAT614,LON218,DEPOT|1628,EC|31,H13,M4,F0,372
in_time,2,62,1671412500,825,40,2,FIN|NA,1,FIN|261,FIN|02,SC|83,1AM,Mon,LAT614,LON218,DEPOT|1628,EC|z65,H13,M4,F0,372
in_time,3,62,1671422880,652,40,3,FIN|5,210,FIN|261,FIN|02,SC|83,4AM,Mon,LAT614,LON218,DEPOT|1628,EC|113,H10,M4,F21,199
in_time,4,62,1671434820,453,40,5,FIN|6,451,FIN|261,FIN|02,SC|83,7AM,Mon,LAT614,LON218,DEPOT|1628,EC|21,H7,M4,F45,0
in_time,0,63,1671412440,826,0,0,FIN|NA,0,NA|NA,NA|NA,SC|NA,1AM,Mon,LAT614,LON218,DEPOT|1628,EC|31,H13,M,F0,373
in_time,1,63,1671412500,825,0,0,FIN|NA,1,NA|NA,NA|NA,SC|NA,1AM,Mon,LAT614,LON218,DEPOT|1628,EC|z65,H13,M,F0,372
in_time,2,63,1671412500,825,0,0,FIN|NA,1,NA|NA,NA|NA,SC|NA,1AM,Mon,LAT614,LON218,DEPOT|1628,EC|31,H13,M,F0,372
in_time,3,63,1671422880,652,0,0,FIN|5,210,NA|NA,NA|NA,SC|NA,4AM,Mon,LAT614,LON218,DEPOT|1628,EC|113,H10,M,F21,199
in_time,4,63,1671434820,453,0,0,FIN|6,451,NA|NA,NA|NA,SC|NA,7AM,Mon,LAT614,LON218,DEPOT|1628,EC|21,H7,M,F45,0
in_time,0,64,1671412740,941,92,5,SWE|20,0,SWE|721,SWE|40,SC|52,1AM,Mon,LAT592,LON151,HUB|701,EC|31,H15,M9,F0,722
in_time,1,64,1671412740,941,92,5,SWE|22,0,SWE|721,SWE|40,SC|52,1AM,Mon,LAT592,LON151,HUB|701,EC|355,H15,M9,F0,722
in_time,2,64,1671412980,937,0,0,SWE|535,4,SWE|721,SWE|40,SC|52,1AM,Mon,NA,NA,HUB|8,EC|z3C,H15,M,F0,718
in_time,3,64,1671413520,928,0,0,SWE|526,13,SWE|721,SWE|40,SC|52,1AM,Mon,NA,NA,HUB|3,EC|z17,H15,M,F1,709
in_time,4,64,1671415020,903,92,6,SWE|75,40,SWE|721,SWE|40,SC|52,1AM,Mon,LAT592,LON151,HUB|701,EC|z3D,H15,M9,F4,684
in_time,5,64,1671418680,842,92,6,SWE|86,105,SWE|721,SWE|40,SC|52,2AM,Mon,LAT592,LON151,HUB|701,EC|z99,H14,M9,F10,623
in_time,6,64,1671418680,842,92,6,SWE|86,105,SWE|721,SWE|40,SC|52,2AM,Mon,LAT592,LON151,HUB|701,EC|z2L,H14,M9,F10,623
in_time,7,64,1671423240,766,3,0,SWE|5,185,SWE|721,SWE|40,SC|52,4AM,Mon,LAT596,LON165,DEPOT|172001,EC|z99,H12,M0,F18,547
in_time,8,64,1671423240,766,3,0,SWE|5,185,SWE|721,SWE|40,SC|52,4AM,Mon,LAT596,LON165,DEPOT|172001,EC|z6O,H12,M0,F18,547
in_time,9,64,1671433980,587,0,0,SWE|28,376,SWE|721,SWE|40,SC|52,7AM,Mon,NA,NA,SLINGA|1172003,EC|z114,H9,M,F37,368
in_time,10,64,1671433980,587,0,0,SWE|544,376,SWE|721,SWE|40,SC|52,7AM,Mon,NA,NA,SLINGA|1172003,EC|z99,H9,M,F37,368
in_time,11,64,1671437100,535,0,0,SWE|68,431,SWE|721,SWE|40,SC|52,8AM,Mon,NA,NA,SLINGA|1172003,EC|113,H8,M,F43,316
in_time,12,64,1671456060,219,0,0,SWE|31,767,SWE|721,SWE|40,SC|52,1PM,Mon,NA,NA,SLINGA|1172003,EC|21,H3,M,F76,0
in_time,3,65,1671444180,5096,5,0,NOR|P,0,NOR|066,NOR|09,SC|24,10AM,Mon,LAT599,LON108,SERVICE_POINT|6448310,EC|z30,H84,M0,F0,742
in_time,4,65,1671459840,4835,18,0,NOR|1,51,NOR|066,NOR|09,SC|24,2PM,Mon,LAT597,LON108,DEPOT|014,EC|13,H80,M1,F5,481
in_time,5,65,1671488220,4362,18,0,NOR|NA,144,NOR|066,NOR|09,SC|24,10PM,Mon,LAT597,LON108,DEPOT|014,EC|31,H72,M1,F14,8
in_time,6,65,1671488280,4361,18,0,NOR|S,144,NOR|066,NOR|09,SC|24,10PM,Mon,LAT597,LON108,DEPOT|014,EC|z99,H72,M1,F14,7
in_time,7,65,1671488324,4360,0,0,NA|NA,144,NOR|066,NOR|09,SC|24,10PM,Mon,NA,NA,HUB|3,EC|z111,H72,M,F14,6
in_time,8,65,1671488400,4359,18,0,NOR|NA,144,NOR|066,NOR|09,SC|24,10PM,Mon,LAT597,LON108,DEPOT|020,EC|z65,H72,M1,F14,5
in_time,9,65,1671488700,4354,18,0,NOR|48,145,NOR|066,NOR|09,SC|24,10PM,Mon,LAT597,LON108,DEPOT|020,EC|126,H72,M1,F14,0
in_time,0,67,1671413340,1171,4,0,SWE|20,0,SWE|176,NA|NA,SC|17,1AM,Mon,LAT594,LON178,HUB|175,EC|31,H19,M0,F0,341
in_time,1,67,1671413340,1171,4,0,SWE|22,0,SWE|176,NA|NA,SC|17,1AM,Mon,LAT594,LON178,HUB|175,EC|355,H19,M0,F0,341
in_time,2,67,1671413340,1171,0,0,SWE|755,0,SWE|176,NA|NA,SC|17,1AM,Mon,NA,NA,HUB|3,EC|z3K,H19,M,F0,341
in_time,3,67,1671413340,1171,4,0,SWE|527,0,SWE|176,NA|NA,SC|17,1AM,Mon,LAT594,LON178,HUB|175,EC|z18,H19,M0,F0,341
in_time,4,67,1671413342,1170,0,0,SWE|NA,0,SWE|176,NA|NA,SC|17,1AM,Mon,NA,NA,HUB|8,EC|z108,H19,M,F0,340
in_time,5,67,1671413640,1166,0,0,SWE|526,4,SWE|176,NA|NA,SC|17,1AM,Mon,NA,NA,HUB|3,EC|z17,H19,M,F0,336
in_time,6,67,1671413700,1165,4,0,SWE|25,5,SWE|176,NA|NA,SC|17,1AM,Mon,LAT594,LON178,HUB|175,EC|z5C,H19,M0,F0,335
in_time,7,67,1671427560,934,4,0,SWE|89,202,SWE|176,NA|NA,SC|17,5AM,Mon,LAT594,LON178,HUB|175,EC|z113,H15,M0,F20,104
in_time,8,67,1671429900,895,0,0,SWE|28,235,SWE|176,NA|NA,SC|17,6AM,Mon,NA,NA,SLINGA|1117505,EC|z114,H14,M,F23,65
in_time,9,67,1671431820,863,0,0,SWE|68,263,SWE|176,NA|NA,SC|17,6AM,Mon,NA,NA,SLINGA|1117505,EC|113,H14,M,F26,33
in_time,10,67,1671433620,833,0,0,SWE|544,288,SWE|176,NA|NA,SC|17,7AM,Mon,NA,NA,SLINGA|1117505,EC|z99,H13,M,F28,3
in_time,11,67,1671433800,830,0,0,SWE|31,291,SWE|176,NA|NA,SC|17,7AM,Mon,NA,NA,SLINGA|1117505,EC|21,H13,M,F29,0
in_time,0,68,1671228180,3897,48,0,FIN|NA,0,FIN|791,FIN|01,SC|72,10PM,Fri,LAT629,LON276,DEPOT|1622,EC|31,H64,M4,F0,3542
in_time,1,68,1671228240,3896,48,0,FIN|NA,0,FIN|791,FIN|01,SC|72,10PM,Fri,LAT629,LON276,DEPOT|1622,EC|z65,H64,M4,F0,3541
in_time,2,68,1671228240,3896,48,0,FIN|NA,0,FIN|791,FIN|01,SC|72,10PM,Fri,LAT629,LON276,DEPOT|1622,EC|31,H64,M4,F0,3541
in_time,3,68,1671413580,807,0,0,NA|NA,792,FIN|791,FIN|01,SC|72,1AM,Mon,NA,NA,NA|NA,EC|68,H13,M,F79,452
in_time,4,68,1671426360,594,48,4,FIN|5,847,FIN|791,FIN|01,SC|72,5AM,Mon,LAT629,LON276,DEPOT|1622,EC|113,H9,M4,F84,239
in_time,5,68,1671440700,355,48,8,FIN|6,908,FIN|791,FIN|01,SC|72,9AM,Mon,LAT629,LON276,DEPOT|1622,EC|21,H5,M4,F90,0
in_time,0,69,1671228180,3897,48,0,FIN|NA,0,FIN|791,FIN|01,SC|72,10PM,Fri,LAT629,LON276,DEPOT|1622,EC|31,H64,M4,F0,3542
in_time,1,69,1671228240,3896,48,0,FIN|NA,0,FIN|791,FIN|01,SC|72,10PM,Fri,LAT629,LON276,DEPOT|1622,EC|31,H64,M4,F0,3541
in_time,2,69,1671228240,3896,48,0,FIN|NA,0,FIN|791,FIN|01,SC|72,10PM,Fri,LAT629,LON276,DEPOT|1622,EC|z65,H64,M4,F0,3541
in_time,3,69,1671413580,807,0,0,NA|NA,792,FIN|791,FIN|01,SC|72,1AM,Mon,NA,NA,NA|NA,EC|68,H13,M,F79,452
in_time,4,69,1671426420,593,48,4,FIN|5,847,FIN|791,FIN|01,SC|72,5AM,Mon,LAT629,LON276,DEPOT|1622,EC|113,H9,M4,F84,238
in_time,5,69,1671440700,355,48,8,FIN|6,908,FIN|791,FIN|01,SC|72,9AM,Mon,LAT629,LON276,DEPOT|1622,EC|21,H5,M4,F90,0
in_time,0,70,1671249840,3536,48,0,FIN|NA,0,FIN|791,FIN|01,SC|72,4AM,Sat,LAT629,LON276,DEPOT|1622,EC|31,H58,M4,F0,3175
in_time,1,70,1671249900,3535,48,0,FIN|NA,0,FIN|791,FIN|01,SC|72,4AM,Sat,LAT629,LON276,DEPOT|1622,EC|31,H58,M4,F0,3174
in_time,2,70,1671249900,3535,48,0,FIN|NA,0,FIN|791,FIN|01,SC|72,4AM,Sat,LAT629,LON276,DEPOT|1622,EC|z65,H58,M4,F0,3174
in_time,3,70,1671413640,806,0,0,NA|NA,772,FIN|791,FIN|01,SC|72,1AM,Mon,NA,NA,NA|NA,EC|68,H13,M,F77,445
in_time,4,70,1671426420,593,48,4,FIN|5,832,FIN|791,FIN|01,SC|72,5AM,Mon,LAT629,LON276,DEPOT|1622,EC|113,H9,M4,F83,232
in_time,5,70,1671440340,361,48,7,FIN|6,897,FIN|791,FIN|01,SC|72,8AM,Mon,LAT629,LON276,DEPOT|1622,EC|21,H6,M4,F89,0
in_time,1,71,1671423600,2080,2,0,FIN|NA,0,FIN|741,FIN|01,SC|72,4AM,Mon,LAT635,LON272,DEPOT|1617,EC|31,H34,M0,F0,88
in_time,2,71,1671423660,2079,2,0,FIN|NA,0,FIN|741,FIN|01,SC|72,4AM,Mon,LAT635,LON272,DEPOT|1617,EC|z65,H34,M0,F0,87
in_time,3,71,1671425760,2044,2,0,FIN|NA,17,FIN|741,FIN|01,SC|72,4AM,Mon,LAT635,LON272,DEPOT|1617,EC|z5C,H34,M0,F1,52
in_time,4,71,1671425820,2043,2,0,FIN|5,17,FIN|741,FIN|01,SC|72,4AM,Mon,LAT635,LON272,DEPOT|1617,EC|113,H34,M0,F1,51
in_time,5,71,1671428880,1992,2,0,FIN|6,42,FIN|741,FIN|01,SC|72,5AM,Mon,LAT635,LON272,DEPOT|1617,EC|21,H33,M0,F4,0
in_time,1,72,1671423240,2086,2,0,FIN|NA,0,FIN|741,FIN|01,SC|72,4AM,Mon,LAT635,LON272,DEPOT|1617,EC|31,H34,M0,F0,94
in_time,2,72,1671423300,2085,2,0,FIN|NA,0,FIN|741,FIN|01,SC|72,4AM,Mon,LAT635,LON272,DEPOT|1617,EC|z65,H34,M0,F0,93
in_time,3,72,1671425760,2044,2,0,FIN|NA,20,FIN|741,FIN|01,SC|72,4AM,Mon,LAT635,LON272,DEPOT|1617,EC|z5C,H34,M0,F2,52
in_time,4,72,1671425820,2043,2,0,FIN|5,20,FIN|741,FIN|01,SC|72,4AM,Mon,LAT635,LON272,DEPOT|1617,EC|113,H34,M0,F2,51
in_time,5,72,1671428880,1992,2,0,FIN|6,45,FIN|741,FIN|01,SC|72,5AM,Mon,LAT635,LON272,DEPOT|1617,EC|21,H33,M0,F4,0
in_time,0,73,1671414000,800,8,0,FIN|NA,0,FIN|906,FIN|01,SC|72,1AM,Mon,LAT650,LON254,DEPOT|1614,EC|31,H13,M0,F0,614
in_time,1,73,1671414060,799,8,0,FIN|NA,1,FIN|906,FIN|01,SC|72,1AM,Mon,LAT650,LON254,DEPOT|1614,EC|z65,H13,M0,F0,613
in_time,2,73,1671414060,799,8,0,FIN|NA,1,FIN|906,FIN|01,SC|72,1AM,Mon,LAT650,LON254,DEPOT|1614,EC|31,H13,M0,F0,613
in_time,3,73,1671439020,383,8,1,FIN|NA,521,FIN|906,FIN|01,SC|72,8AM,Mon,LAT650,LON254,DEPOT|1614,EC|z5C,H6,M0,F52,197
in_time,4,73,1671439020,383,8,1,FIN|U,521,FIN|906,FIN|01,SC|72,8AM,Mon,LAT650,LON254,DEPOT|1614,EC|361,H6,M0,F52,197
in_time,5,73,1671439080,382,8,1,FIN|5,522,FIN|906,FIN|01,SC|72,8AM,Mon,LAT650,LON254,DEPOT|1614,EC|113,H6,M0,F52,196
in_time,6,73,1671449160,214,0,0,NA|NA,732,FIN|906,FIN|01,SC|72,11AM,Mon,NA,NA,NA|NA,EC|68,H3,M,F73,28
in_time,7,73,1671450840,186,8,2,FIN|25,767,FIN|906,FIN|01,SC|72,11AM,Mon,LAT650,LON254,DEPOT|1614,EC|z68,H3,M0,F76,0
in_time,0,74,1671414180,4037,0,0,NOR|S,0,NA|NA,NA|NA,SC|83,1AM,Mon,LAT599,LON108,DEPOT|001,EC|z99,H67,M,F0,570
in_time,1,74,1671414180,4037,0,0,NOR|NA,0,NA|NA,NA|NA,SC|83,1AM,Mon,LAT599,LON108,DEPOT|001,EC|31,H67,M,F0,570
in_time,2,74,1671418260,3969,0,0,NOR|3,16,NA|NA,NA|NA,SC|83,2AM,Mon,LAT599,LON108,DEPOT|001,EC|48,H66,M,F1,502
in_time,3,74,1671428700,3795,0,0,NOR|NA,59,NA|NA,NA|NA,SC|83,5AM,Mon,LAT609,LON108,DEPOT|023,EC|31,H63,M,F5,328
in_time,4,74,1671432180,3737,0,0,NOR|5,74,NA|NA,NA|NA,SC|83,6AM,Mon,LAT609,LON108,DEPOT|023,EC|113,H62,M,F7,270
in_time,5,74,1671448380,3467,0,0,NOR|6,141,NA|NA,NA|NA,SC|83,11AM,Mon,LAT609,LON108,DEPOT|023,EC|21,H57,M,F14,0
in_time,0,75,1671414180,4037,82,1,NOR|S,0,NOR|284,NOR|06,SC|83,1AM,Mon,LAT599,LON108,DEPOT|001,EC|z99,H67,M8,F0,570
in_time,1,75,1671414180,4037,82,1,NOR|NA,0,NOR|284,NOR|06,SC|83,1AM,Mon,LAT599,LON108,DEPOT|001,EC|31,H67,M8,F0,570
in_time,2,75,1671418260,3969,82,1,NOR|3,16,NOR|284,NOR|06,SC|83,2AM,Mon,LAT599,LON108,DEPOT|001,EC|48,H66,M8,F1,502
in_time,3,75,1671428700,3795,30,0,NOR|NA,59,NOR|284,NOR|06,SC|83,5AM,Mon,LAT609,LON108,DEPOT|023,EC|31,H63,M3,F5,328
in_time,4,75,1671432180,3737,30,0,NOR|5,74,NOR|284,NOR|06,SC|83,6AM,Mon,LAT609,LON108,DEPOT|023,EC|113,H62,M3,F7,270
in_time,5,75,1671448380,3467,30,0,NOR|6,141,NOR|284,NOR|06,SC|83,11AM,Mon,LAT609,LON108,DEPOT|023,EC|21,H57,M3,F14,0
in_time,0,76,1671414480,912,50,3,SWE|20,0,SWE|745,SWE|40,SC|52,1AM,Mon,LAT594,LON178,HUB|175,EC|31,H15,M5,F0,281
in_time,1,76,1671414720,908,0,0,SWE|535,4,SWE|745,SWE|40,SC|52,1AM,Mon,NA,NA,HUB|8,EC|z3C,H15,M,F0,277
in_time,2,76,1671415860,889,50,3,SWE|75,25,SWE|745,SWE|40,SC|52,2AM,Mon,LAT594,LON178,HUB|175,EC|z3D,H14,M5,F2,258
in_time,3,76,1671415860,889,0,0,SWE|526,25,SWE|745,SWE|40,SC|52,2AM,Mon,NA,NA,HUB|3,EC|z17,H14,M,F2,258
in_time,4,76,1671416160,884,50,3,SWE|86,30,SWE|745,SWE|40,SC|52,2AM,Mon,LAT594,LON178,HUB|175,EC|z2L,H14,M5,F3,253
in_time,5,76,1671416160,884,50,3,SWE|86,30,SWE|745,SWE|40,SC|52,2AM,Mon,LAT594,LON178,HUB|175,EC|z99,H14,M5,F3,253
in_time,6,76,1671418800,840,2,0,SWE|5,78,SWE|745,SWE|40,SC|52,3AM,Mon,LAT596,LON171,DEPOT|174501,EC|z99,H14,M0,F7,209
in_time,7,76,1671418800,840,2,0,SWE|5,78,SWE|745,SWE|40,SC|52,3AM,Mon,LAT596,LON171,DEPOT|174501,EC|z6O,H14,M0,F7,209
in_time,8,76,1671428400,680,0,0,SWE|28,254,SWE|745,SWE|40,SC|52,5AM,Mon,NA,NA,SLINGA|1174502,EC|z114,H11,M,F25,49
in_time,9,76,1671428700,675,0,0,SWE|68,259,SWE|745,SWE|40,SC|52,5AM,Mon,NA,NA,SLINGA|1174502,EC|113,H11,M,F25,44
in_time,10,76,1671431340,631,0,0,SWE|31,308,SWE|745,SWE|40,SC|52,6AM,Mon,NA,NA,SLINGA|1174502,EC|21,H10,M,F30,0
in_time,0,77,1671414480,912,50,3,SWE|20,0,SWE|745,SWE|40,SC|52,1AM,Mon,LAT594,LON178,HUB|175,EC|31,H15,M5,F0,281
